Unnamed: 0,id,nome_do_alimento,categoria,calorias,proteinas,carboidratos,gorduras,gorduras_saturadas,fibras,colesterol,gorduras_trans,gorduras_monoinsaturadas,gorduras_polinsaturadas
223,224,agua da torneira,Beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
224,225,agua de coco,Nuts and Seeds,19.0,0.72,3.71,0.2,0.176,1.1,0.0,0,0,2.0
225,226,agua de coco adocada,Beverages,38.0,0.68,8.58,0.19,0.167,1.0,0.0,0,0,2.0
226,227,agua de coco pronta para beber sem acucar,Beverages,18.0,0.22,4.24,0.0,0.0,0.0,0.0,0.0,0,0.0
227,228,agua de poco,Beverages,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0
228,229,agua engarrafada,Beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
229,230,agua engarrafada ainda,No category,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
230,231,agua engarrafada perrier,Beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
231,232,agua engarrafada primavera da polonia,Beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
232,233,agua engarrafada sem gas dannon,Beverages,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
233,234,agua engarrafada sem gas pepsi aquafina,Beverages,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
234,235,agua enlatada de abacaxi solidos e liquidos,Fruits,32.0,0.43,8.3,0.09,0.006,0.8,0.0,0.0,0,31.0
235,236,agua enriquecida com vitamina,Beverages,5.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0,0.0
236,237,agua mineral natural sem sabor,No category,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
237,238,agua mineral sabor citrico,No category,36.328912,0.0,9.3,0.0,0.0,0.0,0,0.0,0.0,0.0
238,239,agua refrigerante,No category,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
239,240,agua tonica,Beverages,34.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0,0.0
240,241,agua tonica diet,No category,40.017,0.05,10.144,0.02,0,0,0,0,0,0
241,242,agua tonica light,No category,40.017,0.05,10.144,0.02,0,0,0,0,0,0
242,243,agua tonica tradicional,No category,40.017,0.05,10.144,0.02,0,0,0,0,0,0
243,244,agua-viva seca salgada,Fish,36.0,5.5,0.0,1.4,0.273,0.0,5.0,0,0,475.0
244,245,aguardente,No category,216,0,0,0,0,0,0,0,0,0
245,246,agulha (acem) assado(a),Assado(a),242,24.22,0,15.42,5.738,0,75,0,7.002,0.613
246,247,agulha (acem) cozido(a),Cozido(a),242,24.22,0,15.42,5.738,0,75,0,7.002,0.613
247,248,agulha (acem) frito(a),Frito(a),264.659,24.22,0,17.983,6.139,0,75,0,7.586,2.093
248,249,agutuk meat-caribou (sorvete do alasca) (nativo do alasca),American Indian,258.0,21.7,0.9,18.6,5.1,0,89.0,0,0,3600.0
249,250,aipim,No category,125,0.6,30.1,0.3,0.1,1.6,0,0,0.1,0.1
250,251,aipim assado(a),Assado(a),125,0.6,30.1,0.3,0.1,1.6,0,0,0.1,0.1
251,252,aipim com manteiga/oleo,Com manteiga/óleo,154.6,0.6125,28.598,4.3405,2.6635,1.52,10.75,0,1.146,0.247
252,253,aipim cozido(a),Cozido(a),125,0.6,30.1,0.3,0.1,1.6,0,0,0.1,0.1
253,254,aipim empanado(a)/a milanesa,Empanado(a)/à milanesa,162.7367,0.57,28.595,5.26085,0.8737,1.52,0,0,1.22865,2.96805
254,255,aipim ensopado,Ensopado,162.7367,0.57,28.595,5.26085,0.8737,1.52,0,0,1.22865,2.96805
255,256,aipim frito(a),Frito(a),162.7367,0.57,28.595,5.26085,0.8737,1.52,0,0,1.22865,2.96805
256,257,aipim molho vermelho,Molho vermelho,104.8,0.744,25.156,0.276,0.086,1.58,0,0,0.086,0.094
257,258,aipim refogado(a),Refogado(a),162.7367,0.57,28.595,5.26085,0.8737,1.52,0,0,1.22865,2.96805
258,259,aipim sopa,Sopa,31.443,0.948,7.012,0.123,0.039,0.711,0,0,0.027,0.032
259,260,aipo cozido,Vegetables,27.0,0.96,5.9,0.19,0,1.2,0.0,0.0,0,0
260,261,aipo cozido cozido escorrido com sal,Vegetables,18.0,0.83,4.0,0.16,0.04,1.6,0.0,0.0,0,75.0
261,262,aipo cru,"Verduras, hortaliças e derivados",19.0914566449706,0.758333333333333,4.27233333333335,0.069,0,0.957,0,1.07233333333333,0,0
262,263,aipo fresco cru,No category,15.057378,0.6,2.2,0.1,0.0,1.4,0,0.0,0.0,0.0
263,264,aipo fresco frito sem gordura adicionada,No category,18.403462,0.7,2.7,0.1,0.0,1.8,0,0.0,0.0,0.0
264,265,aipo-rabano,Vegetables,42.0,1.5,9.2,0.3,0.079,1.8,0.0,0.0,0,148.0
265,266,aipo-rabano descascado cozido escorrido,No category,41.587044,1.7,5.4,0.2,0.0,5.5,0,0.0,0.0,0.0
266,267,aipo-rabano descascado cru,No category,38.718972,1.6,5.0,0.2,0.0,5.1,0,0.0,0.0,0.0
267,268,alabote assado ou grelhado feito com manteiga,Fish,139.0,22.72,0.1,4.73,2.32,0.0,68.0,0,0,471.0
268,269,alabote assado ou grelhado feito com margarina,Fish,132.0,22.68,0.13,3.93,0.823,0.0,60.0,0,0,1375.0
269,270,alabote assado ou grelhado feito com oleo,Fish,144.0,22.71,0.1,5.3,0.86,0.0,60.0,0,0,1869.0
270,271,alabote assado ou grelhado feito com spray de cozinha,Fish,118.0,23.29,0.2,2.06,0.392,0.0,61.0,0,0,474.0
271,272,alabote assado ou grelhado feito sem gordura,Fish,115.0,23.38,0.1,1.68,0.368,0.0,62.0,0,0,366.0
272,273,alabote cozido,Fish,111.0,22.54,0.0,1.61,0.354,0.0,60.0,0.028,0,352.0
273,274,alabote cozido no vapor ou escalfado,Fish,114.0,23.34,0.0,1.67,0.367,0.0,62.0,0,0,365.0
274,275,alabote cozido ns quanto ao metodo de cozimento,Fish,144.0,22.71,0.1,5.3,0.86,0.0,60.0,0,0,1869.0
275,276,alabote de peixe cozido com pele (nativo do alasca),American Indian,113.0,22.13,0.0,2.73,0.498,0.0,75.0,0,0,731.0
276,277,alabote de peixe cru com pele (nativo do alasca),American Indian,116.0,20.53,1.81,2.92,0.726,0.0,72.0,0,0,912.0
277,278,alabote de peixe do atlantico e pacifico cru,Fish,91.0,18.56,0.0,1.33,0.292,0.0,49.0,0,0,290.0
278,279,alabote de peixe groenlandia cozido seco calor,Fish,239.0,18.42,0.0,17.74,3.102,0.0,59.0,0,0,1753.0
279,280,alabote revestido assado ou grelhado feito com manteiga,Fish,194.0,19.64,12.5,6.7,3.525,0.6,59.0,0,0,649.0
280,281,alabote revestido assado ou grelhado feito com margarina,Fish,183.0,19.59,12.55,5.49,1.24,0.6,47.0,0,0,2028.0
281,282,alabote revestido assado ou grelhado feito com oleo,Fish,202.0,19.62,12.52,7.59,1.298,0.6,47.0,0,0,2783.0
282,283,alabote revestido assado ou grelhado feito com spray de cozinha,Fish,162.0,20.46,13.14,2.37,0.573,0.6,49.0,0,0,578.0
283,284,alabote revestido assado ou grelhado feito sem gordura,Fish,159.0,20.52,13.1,2.07,0.555,0.6,49.0,0,0,494.0
284,285,alabote revestido frito feito com manteiga,Fish,207.0,18.91,9.86,9.82,5.183,0.6,96.0,0,0,972.0
285,286,alabote revestido frito feito com margarina,Fish,191.0,18.85,9.93,7.96,1.76,0.6,77.0,0,0,3014.0
286,287,alabote revestido frito feito com oleo,Fish,222.0,18.84,9.85,11.46,1.899,0.6,77.0,0,0,4296.0
287,288,alabote revestido frito feito com spray de cozinha,Fish,173.0,22.1,11.64,3.54,0.85,0.7,90.0,0,0,917.0
288,289,alabote revestido frito feito sem gordura,Fish,170.0,22.17,11.6,3.24,0.832,0.7,90.0,0,0,832.0
289,290,alasca assado,Dairy and Egg Products ,248.0,4.99,35.44,9.79,4.472,0.6,52.0,0,0,1343.0
290,291,alcachofra,No category,53,2.89,11.95,0.34,0.081,8.6,0,0,0.011,0.143
291,292,alcachofra globo crua,No category,34.65587,2.8,1.3,0.2,0.0,8.1,0,0.0,0.0,0.0
292,293,alcachofra globo fervido escorrido,No category,40.63102,3.3,1.5,0.2,0.0,9.5,0,0.0,0.0,0.0
293,294,alcachofra jerusalem descascada cozida escorrida,No category,62.858578,2.2,11.3,0.1,0.0,3.2,0,0.0,0.0,0.0
294,295,alcachofra jerusalem descascada crua,No category,58.55647,2.1,10.5,0.1,0.0,3.0,0,0.0,0.0,0.0
295,296,alcachofras (globo ou frances),Vegetables,47.0,3.27,10.51,0.15,0.036,5.4,0.0,0.0,0,64.0
296,297,alcachofras (globo ou frances) congeladas sem preparo,Vegetables,38.0,2.63,7.75,0.43,0.099,3.9,0.0,0.0,0,179.0
297,298,alcachofras (globo ou francesas) congeladas cozidas escorridas com sal,Vegetables,45.0,3.11,9.18,0.5,0.119,4.6,0.0,0.0,0,216.0
298,299,alcachofras (globo ou francesas) cozidas cozidas escorridas com sal,Vegetables,51.0,2.89,11.39,0.34,0.079,5.7,0.0,0.0,0,145.0
299,300,alcachofras (globo ou francesas) cozidas cozidas escorridas sem sal,Vegetables,53.0,2.89,11.95,0.34,0.079,5.7,0.0,0.0,0,145.0
300,301,alcachofras cozidas (globo ou frances),Vegetables,45.0,3.11,9.18,0.5,0.119,4.6,0.0,0.0,0,216.0
301,302,alcachofras-jerusalem cruas,Vegetables,73.0,2.0,17.44,0.01,0.0,1.6,0.0,0.0,0,1.0
302,303,alcacuz com cobertura de chocolate,No category,370.937312,6.3,66.0,9.7,6.02,3.2,6,47.54,2.87,0.32
303,304,alcacuz preto,No category,306.644698,5.7,70.3,0.8,0.56,3.5,0,0.0,0.07,0.11
304,305,alcacuz todos os tipos,No category,352.055838,2.3,88.1,0.3,0.22,1.4,0,0.0,0.03,0.04
305,306,alcaparra em conserva,No category,23,2.36,4.89,0.86,0.233,3.2,0,0,0.063,0.304
306,307,alcaparras,Spices and Herbs,23.0,2.36,4.89,0.86,0.233,3.2,0.0,0.0,0,304.0
307,308,alcaparras em conserva enlatadas escorridas,No category,30.114756,2.4,1.7,0.9,0.27,3.2,0,0.0,0.07,0.35
308,309,alcatra  cozido(a),Cozido(a),204,30.67,0,9,3.415,0,58,0,3.918,0.347
309,310,alcatra ao vinagrete,Ao vinagrete,204,30.67,0,9,3.415,0,58,0,3.918,0.347
310,311,alcatra assado(a),Assado(a),204,30.67,0,9,3.415,0,58,0,3.918,0.347
311,312,alcatra cheia emu crua,Meats,112.0,22.83,0.0,1.64,0.448,0.0,85.0,0,0,329.0
312,313,alcatra cru(a),Cru(a),204,30.67,0,9,3.415,0,58,0,3.918,0.347
313,314,alcatra de caribu meio seca (nativa do alasca),American Indian,255.0,52.06,0.0,5.23,1.55,0.0,141.0,0,0,630.0
314,315,alcatra empanado(a)/a milanesa,Empanado(a)/à milanesa,253.567,30.67,0,14.607,4.293,0,58,0,5.195,3.585
315,316,alcatra ensopado,Ensopado,253.567,30.67,0,14.607,4.293,0,58,0,5.195,3.585
316,317,alcatra frito(a),Frito(a),253.567,30.67,0,14.607,4.293,0,58,0,5.195,3.585
317,318,alcatra grelhado(a)/brasa/churrasco,Grelhado(a)/brasa/churrasco,204,30.67,0,9,3.415,0,58,0,3.918,0.347
318,319,alcatra molho vermelho,Molho vermelho,168,24.8,1.076,7.236,2.737,0.3,46.4,0,3.14,0.292
319,320,alcatra refogado(a),Refogado(a),253.567,30.67,0,14.607,4.293,0,58,0,5.195,3.585
320,321,alcatra suina  frito(a),Frito(a),338.567,25.34,0,25.667,8.238,0,92,0,10.297,5.128
321,322,alcatra suina assado(a),Assado(a),289,25.34,0,20.06,7.36,0,92,0,9.02,1.89
322,323,alcatra suina cozido(a),Cozido(a),289,25.34,0,20.06,7.36,0,92,0,9.02,1.89
323,324,alce assado ao ar livre olho de cozido redondo (shoshone bannock),American Indian,148.0,30.56,0.0,2.85,1.125,0.0,63.0,0.04,0,137.0
324,325,alce cozido,Meats,133.0,29.15,0.0,0.97,0.289,0.0,78.0,0,0,309.0
325,326,alecrim,Spices and Herbs,131.0,3.31,20.7,5.86,2.838,14.1,0.0,0.0,0,901.0
326,327,alecrim fresco cru,No category,94.646376,3.3,0.6,5.9,2.72,14.1,0,0.0,1.11,0.82
327,328,alecrim seco,No category,314.053884,4.9,20.4,15.2,7.05,42.6,0,0.0,2.91,2.24
328,329,alface,No category,15,1.36,2.79,0.15,0.02,1.3,0,0,0.01,0.08
329,330,alface americana crua,"Verduras, hortaliças e derivados",8.79490323686605,0.608333333333333,1.74533333333335,0.129,0,1.02166666666667,0,0.348666666666667,0,0
330,331,alface butterhead,Vegetables,13.0,1.35,2.23,0.22,0.029,1.1,0.0,0.0,0,117.0
331,332,alface cos crua,No category,19.12048,1.4,1.8,0.3,0.0,1.8,0,0.0,0.0,0.0
332,333,alface crespa crua,"Verduras, hortaliças e derivados",10.6808565217392,1.34782608695652,1.69550724637683,0.16,0,1.82666666666667,0,0.703333333333334,0,0
333,334,alface folha verde,Vegetables,15.0,1.36,2.87,0.15,0.02,1.3,0.0,0.0,0,82.0
334,335,alface folha vermelha,Vegetables,13.0,1.33,2.26,0.22,0.028,0.9,0.0,0.0,0,115.0
335,336,alface iceberg,Vegetables,14.0,0.9,2.97,0.14,0.018,1.2,0.0,0.0,0,74.0
336,337,alface iceberg crua,No category,14.34036,1.0,2.1,0.0,0.0,1.1,0,0.0,0.0,0.0
337,338,alface lisa crua,"Verduras, hortaliças e derivados",13.8209014492753,1.68840579710145,2.42826086956522,0.123333333333333,0,2.33,0,0.76,0,0
338,339,alface mignonette crua,No category,15.296384,1.3,1.1,0.3,0.0,1.4,0,0.0,0.0,0.0
339,340,alface organica,No category,15,1.36,2.79,0.15,0.02,1.3,0,0,0.01,0.08
340,341,alface romana,Vegetables,17.0,1.23,3.29,0.3,0.039,2.1,0.0,0.0,0,160.0
341,342,alface roxa crua,"Verduras, hortaliças e derivados",12.716997363468,0.90625,2.49341666666666,0.191666666666667,0,2.01333333333333,0,0.680333333333333,0,0
342,343,alfajores (biscoito),No category,505.21,6.47,70.85,22.55,7.63,2.43,0.02,0,10.27,3.41
343,344,alfajores (biscoito) light,No category,432.962,5.879,77.801,13.239,4.085,4.243,0,0,6.268,2.375
344,345,alfarroba sem acucar,Sweets,540.0,8.15,56.29,31.36,29.018,3.8,1.0,0.0,0,295.0
345,346,alfavaca crua,"Verduras, hortaliças e derivados",29.1836130810579,2.65833333333333,5.241,0.476333333333333,0.1,4.14033333333333,0,1.41666666666667,Tr,0.2
346,347,alfenim de cana,No category,296,0,76.6,0,0,0,0,0,0,0
347,348,alga espirulina desidratada,Vegetables,290.0,57.47,23.9,7.72,2.65,3.6,0.0,0.0,0,2080.0
348,349,alga marinha nori seca,No category,302.581596,46.7,2.3,4.3,0.88,34.3,0,13.76,0.32,2.32
349,350,alga musgo irlandes,Vegetables,49.0,1.51,12.29,0.16,0.033,1.3,0.0,0.0,0,55.0
350,351,algas cozidas escorridas,No category,54.493368,8.4,0.4,0.8,0.16,6.2,0,2.48,0.06,0.42
351,352,algas marinhas,Vegetables,43.0,1.68,9.57,0.56,0.247,1.3,0.0,0.0,0,47.0
352,353,algas marinhas canadenses cultivadas emi-tsunomata dry,Vegetables,259.0,15.34,46.24,1.39,0.45,36.7,33.0,0.0,0,750.0
353,354,algas marinhas canadenses emi-tsunomata reidratadas,Vegetables,31.0,1.86,5.62,0.17,0.05,4.5,0,0.0,0,90.0
354,355,algas secas agar,Vegetables,306.0,6.21,80.88,0.3,0.061,7.7,0.0,0.0,0,102.0
355,356,algodao-doce,No category,387,0,99.98,0,0,0,0,0,0,0
356,357,alho,Vegetables,149.0,6.36,33.06,0.5,0.089,2.1,0.0,0.0,0,249.0
357,358,alho cru,"Verduras, hortaliças e derivados",113.12987826087,7.01086956521739,23.9057971014493,0.22,0,4.32333333333333,0,1.31666666666667,0,0
358,359,alho descascado fresco cru,No category,124.761132,6.1,10.2,2.8,0.78,16.9,0,0.0,0.22,1.23
359,360,alho descascado fresco frito sem adicao de gordura,No category,201.243052,9.8,16.4,4.5,1.26,27.2,0,0.0,0.36,1.99
360,361,alho-poro,Vegetables,61.0,1.5,14.15,0.3,0.04,1.8,0.0,0.0,0,166.0
361,362,alho-poro (bulbo e parte inferior da folha) cozido cozido escorrido com sal,Vegetables,31.0,0.81,7.62,0.2,0.027,1.0,0.0,0.0,0,111.0
362,363,alho-poro (bulbo e parte inferior da folha) liofilizado,Vegetables,321.0,15.2,74.65,2.1,0.279,10.4,0.0,0.0,0,1161.0
363,364,alho-poro cozido,Vegetables,31.0,0.81,7.62,0.2,0.027,1.0,0.0,0.0,0,111.0
364,365,alho-poro cru,"Verduras, hortaliças e derivados",31.5079193532467,1.4125,6.87816666666667,0.139666666666667,0,2.50666666666667,0,0.617666666666667,0,0
365,366,alho-poro fresco cozido escorrido,No category,36.089906,2.3,4.1,0.4,0.0,3.4,0,0.0,0.0,0.0
366,367,alho-poro fresco frito sem adicao de gordura,No category,39.196984,2.5,4.4,0.5,0.0,3.7,0,0.0,0.0,0.0
367,368,alho-porro fresco cru,No category,32.504816,2.1,3.7,0.4,0.0,3.1,0,0.0,0.0,0.0
368,369,alimento infantil cenouras,Baby Foods,21.0,0.6,5.23,0.3,0.052,2.3,0.0,0,0,148.0
369,370,alimento para bebes arroz de cereais seco fortificado,Baby Foods,390.0,6.65,83.14,2.19,0.234,1.3,0.0,0.0,0,784.0
370,371,alimento para bebes cereais integrais multigraos fortificados secos,Baby Foods,407.0,6.67,80.06,6.67,1.058,6.7,0.0,0.0,0,2596.0
371,372,alimento para bebes cereal cevada seco fortificado,Baby Foods,376.0,13.2,69.4,6.6,0.894,6.6,0.0,0,0,3859.0
372,373,alimento para bebes cereal de aveia gerber seco de grao simples fortificado,No Category,396.0,10.94,73.57,6.42,0.844,7.0,0.0,0.002,0,2969.0
373,374,alimentos para bebes arroz cereais terras secas melhores graos integrais organicos enriquecidos apenas com ferro,No Category,386.0,7.5,78.06,4.9,0.919,0.5,0.0,0,0,2060.0
374,375,alimentos para bebes banana gerber com mistura de laranja,Baby Foods,69.0,1.06,20.41,0.0,0.0,2.1,0.0,0,0,0.0
375,376,alimentos para bebes carne sticks de carne junior,Baby Foods,184.0,13.4,1.1,14.6,5.82,0.2,70.0,0,0,1590.0
376,377,alimentos para bebes cereais mistos secos fortificados,Baby Foods,399.0,6.66,78.21,6.66,0.769,6.7,0.0,0,0,1697.0
377,378,alimentos para bebes cereal de cevada preparado com leite integral,Baby Foods,84.0,3.73,9.94,3.26,1.76,0.6,10.0,0,0,309.0
378,379,alimentos para bebes com alto teor de proteina de cereais com maca e laranja preparados com leite integral,Baby Foods,112.0,6.9,13.4,3.9,0,0,0,0,0,0
379,380,alimentos para bebes com alto teor de proteina de cereais preparados com leite integral,Baby Foods,111.0,8.7,11.6,3.8,0,0,0,0,0,0
380,381,alimentos para bebes frutas e legumes maca e batata-doce,Baby Foods,64.0,0.3,15.3,0.22,0.041,1.4,0.0,0,0,79.0
381,382,alimentos para bebes frutas maca e mirtilo coados,Baby Foods,61.0,0.2,16.3,0.2,0.024,1.8,0.0,0,0,73.0
382,383,alimentos para bebes frutas maca e mirtilo junior,Baby Foods,62.0,0.2,16.6,0.2,0.024,1.8,0.0,0,0,73.0
383,384,alimentos para bebes frutas peras coadas,Baby Foods,42.0,0.3,10.8,0.2,0.012,2.8,0.0,0,0,46.0
384,385,alimentos para bebes gemas de ovos e bacon junior,Baby Foods,79.0,2.5,6.2,5.0,1.64,0.9,94.0,0,0,641.0
385,386,alimentos para bebes iogurte de frutas misturado,Baby Foods,75.0,0.8,16.23,0.8,0.517,0.4,0.0,0,0,22.0
386,387,alimentos para bebes iogurte leite integral com cereais multigraos de frutas e dha adicionado fortificado,Baby Foods,98.0,3.4,13.22,3.53,1.84,0.3,14.0,0,0,367.0
387,388,alimentos para bebes iogurte leite integral com cereais multigraos de frutas e fortificado com ferro adicionado,Baby Foods,92.0,3.05,13.0,3.08,1.582,0.6,10.0,0,0,405.0
388,389,alimentos para bebes jantar legumes frango coado,Baby Foods,59.0,2.47,8.42,1.73,0.496,2.1,11.0,0,0,374.0
389,390,alimentos para bebes legumes e arroz integral coado,Baby Foods,69.0,1.9,12.1,1.5,0.14,1.1,0.0,0,0,320.0
390,391,alimentos para bebes produtos assados salgadinhos com cereais enriquecidos,Baby Foods,421.0,6.4,76.68,9.9,1.646,2.3,0.0,0,0,3638.0
391,392,almeirao ao vinagrete,Ao vinagrete,22,1.61,4.31,0.26,0.06,3.99,0,0,0,0.11
392,393,almeirao cozido(a),Cozido(a),22,1.61,4.31,0.26,0.06,3.99,0,0,0,0.11
393,394,almeirao cru,"Verduras, hortaliças e derivados",18.0344289855072,1.76811594202899,3.33521739130435,0.216666666666667,0,2.58666666666667,0,1.01,0,0
394,395,almeirao cru(a),Cru(a),17,1.25,3.35,0.2,0.05,3.1,0,0,0,0.09
395,396,almeirao refogado,"Verduras, hortaliças e derivados",65.0819108288685,1.70416666666667,5.70149999999999,4.847,0.8,3.42766666666667,0,1.20266666666667,1.1,2.6
396,397,almeirao refogado(a),Refogado(a),52.88,1.61,4.31,3.75,0.56,3.99,0,0,0.81,2.13
397,398,almoco carne de porco e frango picado enlatado inclui spam lite,Meats,196.0,15.23,1.35,13.9,4.514,0.0,75.0,0,0,1470.0
398,399,almoco carne porco com presunto picado enlatado inclui spam (hormel),Meats,315.0,13.4,4.6,26.6,9.987,0.0,71.0,0,0,2019.0
399,400,almoco carne porco enlatado,Meats,334.0,12.5,2.1,30.3,10.79,0.0,62.0,0,0,3560.0
400,401,almoco carne porco presunto e frango picado enlatado reduzido sodio adicionado acido ascorbico inclui spam 25% menos sodio,Meats,293.0,12.5,3.4,25.1,8.873,0.0,76.0,0,0,2666.0
401,402,almoco de carne curada geleia de carne,Meats,111.0,19.0,0.0,3.3,1.41,0.0,34.0,0,0,170.0
402,403,almoco de presunto tipo pao de carne,Meats,180.0,16.5,4.2,10.3,3.422,0.0,59.0,0,0,1260.0
403,404,almoco escolar hamburguer de frango integral empanado,Fast Foods,246.0,17.64,12.5,13.93,2.642,2.3,36.0,0.0,0,6593.0
404,405,almoco escolar nuggets de frango empanados integrais,Fast Foods,270.0,15.67,22.86,12.9,2.83,2.2,50.0,0.0,0,4189.0
405,406,almoco escolar pizza big daddys ls 16 polegadas 51% graos integrais borda enrolada pizza de pepperoni de peru congelada,Fast Foods,248.0,13.63,27.35,9.33,3.99,4.1,0,0.29,0,1150.0
406,407,almoco escolar pizza big daddys ls 16 polegadas 51% graos integrais pizza de queijo com borda enrolada congelada,Fast Foods,243.0,13.89,27.1,8.81,4.14,2.7,18.0,0.3,0,1040.0
407,408,almoco escolar pizza cobertura de pepperoni massa fina grao integral congelado cozido,Fast Foods,254.0,12.78,31.24,8.62,2.81,4.3,24.0,0.262,0,2230.0
408,409,almoco escolar pizza cobertura de pepperoni massa grossa grao integral congelado cozido,Fast Foods,259.0,14.35,28.3,9.82,4.219,4.3,24.0,0,0,1210.0
409,410,almoco escolar pizza cobertura de queijo massa fina grao integral congelado cozido,Fast Foods,247.0,12.72,31.31,7.91,4.0,4.0,12.0,0,0,745.0
410,411,almoco escolar pizza cobertura de queijo massa grossa grao integral congelado cozido,Fast Foods,254.0,14.62,28.08,9.27,4.358,2.9,19.0,0.316,0,1095.0
411,412,almoco escolar pizza salsicha cobertura massa fina grao integral congelado cozido,Fast Foods,250.0,12.63,32.24,7.83,3.488,3.9,25.0,0.0,0,986.0
412,413,almoco escolar pizza salsicha cobertura massa grossa grao integral congelado cozido,Fast Foods,257.0,13.26,30.58,9.07,4.219,4.0,26.0,0.15,0,1210.0
413,414,almoco escolar pizza tonys cafe da manha pizza salsicha congelada,Fast Foods,240.0,10.39,26.99,10.04,3.47,2.0,20.0,0.17,0,2980.0
414,415,almoco escolar pizza tonys smartpizza graos integrais 4x6 pizza de calabresa 50/50 queijo congelado,Fast Foods,238.0,12.14,28.84,8.19,2.81,4.1,12.0,0.18,0,2230.0
415,416,almoco escolar pizza tonys smartpizza graos integrais 4x6 pizza de queijo 50/50 queijo congelado,Fast Foods,233.0,12.08,29.27,7.51,2.79,3.8,12.0,0.2,0,2300.0
416,417,almoco fatias sem carne,Beans and Lentils,189.0,17.78,4.44,11.11,1.338,1.1,0.0,0.0,0,4383.0
417,418,almondega,No category,214.85,20.64,11,9.2,3.48,0.76,103.27,0,3.64,0.68
418,419,almondega ao molho em conserva,No category,203.517,16.164,9.699,10.722,4.034,0.911,81.807,0,4.673,0.6
419,420,almondega de peixe crua,Fish,87.0,18.99,0.0,0.69,0.13,0.0,41.0,0,0,280.0
420,421,almondegas a moda porto-riquenha,Meats,239.0,13.82,6.87,17.19,5.015,0.8,64.0,0,0,3016.0
421,422,almondegas com empanado ns quanto ao tipo de carne com molho,Meats,144.0,12.28,6.32,7.53,2.883,0.5,47.0,0,0,391.0
422,423,almondegas congeladas a italiana,Meats,286.0,14.4,8.06,22.21,7.627,2.3,66.0,0.577,0,3346.0
423,424,almondegas hot pockets e mozzarella recheado sanduiche congelado,Prepared Meals,252.0,9.32,30.68,10.23,3.93,2.2,20.0,0.156,0,2611.0
424,425,almondegas magras e mussarela,Prepared Meals,240.0,10.49,32.28,7.7,3.087,2.0,20.0,0.148,0,1479.0
425,426,almondegas ns quanto ao tipo de carne com molho,Meats,185.0,18.03,0.13,11.98,4.547,0.0,93.0,0,0,510.0
426,427,almondegas sem carne,Beans and Lentils,197.0,21.0,8.0,9.0,1.425,4.6,0.0,0.0,0,4666.0
427,428,almondegas suecas com creme ou molho branco,Meats,170.0,12.43,7.22,9.88,4.484,0.3,61.0,0,0,502.0
428,429,almondegas suecas em molho com macarrao diet refeicao congelada,Meats,112.0,9.67,10.57,3.35,1.171,0.9,14.0,0,0,302.0
429,430,almondegas suecas em molho com macarrao refeicao congelada,Meats,192.0,11.21,12.87,10.22,4.378,0.6,45.0,0,0,733.0
430,431,alpes,Breakfast Cereals,352.0,11.2,75.7,3.3,0.496,9.1,0.0,0,0,925.0
431,432,alternativa a carne a base de proteina (soja/trigo/ervilha) conforme adquirido,No category,225.621664,19.4,3.2,13.4,5.56,4.4,0,167.23,3.95,3.07
432,433,alternativa a carne base de micoproteina/fungo comercial conforme adquirido,No category,114.244868,13.8,2.5,4.1,0.85,5.6,0,7.87,0.78,2.26
